shift_id,timestamp,weather_condition,visibility_meters,temperature_celsius,wind_speed_kmph,worker_fatigue_hours,overtime_workers_count,equipment_fault_count,communication_failure_count,active_staff_count,aircraft_on_ramp_count,day_traffic_profile,safety_risk_score,risk_category
JED-SHIFT-38328,2060-02-21T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,207,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-06597,2031-03-08T16:00:00Z,CLEAR,9596,27.2,16.5,1.2,0,0,0,116,7,WEEKEND_RUSH,0.36,LOW_RISK
JED-SHIFT-22992,2046-02-22T16:00:00Z,CLEAR,5591,31.0,26.0,7.0,6,4,3,131,15,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-14804,2038-09-03T08:00:00Z,CLEAR,9803,23.6,19.5,3.6,3,1,1,103,6,WEEKEND_RUSH,0.23,LOW_RISK
JED-SHIFT-05374,2030-01-25T00:00:00Z,CLEAR,9373,23.6,4.5,3.6,1,1,1,93,8,WEEKEND_RUSH,0.33,LOW_RISK
JED-SHIFT-25797,2048-09-14T16:00:00Z,CLEAR,5396,36.0,26.0,4.0,6,4,3,136,20,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-38262,2060-01-30T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,191,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-34488,2056-08-20T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,217,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-36136,2058-02-21T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,215,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-07482,2031-12-28T16:00:00Z,CLEAR,9481,21.2,16.5,1.2,1,1,1,101,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-15200,2039-01-13T08:00:00Z,CLEAR,9199,30.8,6.0,4.8,3,1,1,79,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-30362,2052-11-14T08:00:00Z,CLEAR,3961,31.0,16.0,5.0,6,3,2,141,14,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-06522,2031-02-11T16:00:00Z,CLEAR,9521,21.2,16.5,1.2,1,1,1,101,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-15469,2039-04-13T00:00:00Z,CLEAR,9468,29.6,4.5,3.6,0,0,0,108,7,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-19592,2043-01-16T08:00:00Z,CLEAR,9591,21.2,1.5,1.2,3,1,1,91,10,WEEKEND_RUSH,0.31,LOW_RISK
JED-SHIFT-32378,2054-09-17T08:00:00Z,CLEAR,5977,37.0,22.0,5.0,7,3,2,157,14,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-28681,2051-05-04T00:00:00Z,DUST_HAZE,5280,30.0,15.0,4.0,5,2,1,140,20,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-25457,2048-05-24T08:00:00Z,CLEAR,5056,36.0,16.0,4.0,6,3,2,116,16,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-35771,2057-10-22T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,200,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-23097,2046-03-29T16:00:00Z,CLEAR,5696,36.0,26.0,4.0,6,4,3,156,15,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-20819,2044-02-29T08:00:00Z,CLEAR,3418,38.0,28.0,6.0,8,3,2,118,19,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-10081,2034-05-13T00:00:00Z,CLEAR,9080,20.0,0.0,0.0,0,0,0,60,3,WEEKEND_RUSH,0.2,LOW_RISK
JED-SHIFT-21152,2044-06-19T08:00:00Z,CLEAR,3751,31.0,16.0,7.0,6,3,2,131,16,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-23660,2046-10-03T08:00:00Z,CLEAR,3259,39.0,19.0,7.0,9,3,2,159,18,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-33373,2055-08-15T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,202,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-25950,2048-11-04T16:00:00Z,CLEAR,5549,39.0,29.0,5.0,9,4,3,129,19,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-18069,2041-08-26T16:00:00Z,CLEAR,9068,29.6,12.0,3.6,0,0,0,68,7,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-38065,2059-11-26T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,194,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-23739,2046-10-29T16:00:00Z,CLEAR,3338,38.0,23.0,6.0,8,4,3,158,20,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-21790,2045-01-18T00:00:00Z,DUST_HAZE,4389,39.0,24.0,5.0,9,2,1,129,17,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-27297,2050-01-27T16:00:00Z,CLEAR,3896,36.0,26.0,4.0,6,4,3,116,15,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-17048,2040-09-20T08:00:00Z,CLEAR,9047,28.4,10.5,2.4,3,1,1,67,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-36950,2058-11-19T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,229,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-05526,2030-03-16T16:00:00Z,CLEAR,9525,26.0,7.5,0.0,1,1,1,65,8,WEEKEND_RUSH,0.25,LOW_RISK
JED-SHIFT-35930,2057-12-14T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,209,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-23531,2046-08-21T08:00:00Z,CLEAR,3130,30.0,25.0,6.0,5,3,2,110,15,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-09208,2033-07-26T00:00:00Z,CLEAR,9207,28.4,18.0,2.4,3,1,1,87,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-19175,2042-08-30T08:00:00Z,CLEAR,9174,24.8,6.0,4.8,2,0,0,94,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-17177,2040-11-02T08:00:00Z,CLEAR,9176,27.2,1.5,1.2,0,0,0,76,3,WEEKEND_RUSH,0.36,LOW_RISK
JED-SHIFT-32705,2055-01-04T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,184,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-13597,2037-07-28T00:00:00Z,CLEAR,9596,27.2,9.0,1.2,0,0,0,96,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-21672,2044-12-09T16:00:00Z,CLEAR,4271,31.0,26.0,7.0,6,4,3,171,22,WEEKEND_RUSH,0.61,MODERATE_RISK
JED-SHIFT-09313,2033-08-30T00:00:00Z,CLEAR,9312,22.4,18.0,2.4,0,0,0,72,3,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-31864,2054-03-30T00:00:00Z,DUST_HAZE,5463,33.0,18.0,7.0,8,2,1,123,18,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-00954,2026-01-12T16:00:00Z,CLEAR,9953,23.6,12.0,3.6,1,1,1,113,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-15687,2039-06-24T16:00:00Z,CLEAR,9686,27.2,16.5,1.2,2,0,0,86,9,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-00466,2025-08-03T00:00:00Z,CLEAR,9465,26.0,0.0,0.0,1,1,1,105,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-19650,2043-02-04T16:00:00Z,CLEAR,9649,30.8,21.0,4.8,1,1,1,89,4,WEEKDAY_CALM,0.29,LOW_RISK
JED-SHIFT-20298,2043-09-08T16:00:00Z,CLEAR,9297,28.4,3.0,2.4,1,1,1,77,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-32490,2054-10-24T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,219,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-21444,2044-09-24T16:00:00Z,CLEAR,4043,33.0,23.0,7.0,8,4,3,103,24,WEEKEND_RUSH,0.63,MODERATE_RISK
JED-SHIFT-34429,2056-08-01T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,208,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-30292,2052-10-22T00:00:00Z,DUST_HAZE,3891,31.0,21.0,7.0,6,2,1,151,14,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-39030,2060-10-12T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,209,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-36575,2058-07-17T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,204,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-23733,2046-10-27T16:00:00Z,CLEAR,3332,32.0,17.0,4.0,7,4,3,152,23,WEEKEND_RUSH,0.62,MODERATE_RISK
JED-SHIFT-24824,2047-10-26T08:00:00Z,CLEAR,4423,33.0,28.0,7.0,8,3,2,123,24,WEEKEND_RUSH,0.63,MODERATE_RISK
JED-SHIFT-10027,2034-04-25T00:00:00Z,CLEAR,9026,27.2,9.0,1.2,2,0,0,66,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-13963,2037-11-27T00:00:00Z,CLEAR,9962,22.4,18.0,2.4,2,0,0,102,5,WEEKEND_RUSH,0.22,LOW_RISK
JED-SHIFT-04057,2028-11-12T00:00:00Z,CLEAR,9056,27.2,9.0,1.2,0,0,0,96,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-30045,2052-07-31T16:00:00Z,CLEAR,3644,34.0,29.0,4.0,9,4,3,144,19,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-28502,2051-03-05T08:00:00Z,CLEAR,5101,31.0,16.0,5.0,6,3,2,121,16,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-19238,2042-09-20T08:00:00Z,CLEAR,9237,28.4,10.5,2.4,1,1,1,97,8,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-35522,2057-07-31T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,201,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-11213,2035-05-25T08:00:00Z,CLEAR,9212,22.4,10.5,2.4,0,0,0,112,7,WEEKEND_RUSH,0.32,LOW_RISK
JED-SHIFT-28233,2050-12-05T16:00:00Z,CLEAR,4832,32.0,17.0,4.0,7,4,3,172,20,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-35915,2057-12-09T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,194,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-25662,2048-07-31T16:00:00Z,CLEAR,5261,31.0,26.0,5.0,6,4,3,161,22,WEEKEND_RUSH,0.61,MODERATE_RISK
JED-SHIFT-38733,2060-07-05T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,212,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-03109,2028-01-01T00:00:00Z,CLEAR,9108,29.6,4.5,3.6,0,0,0,108,7,WEEKEND_RUSH,0.28,LOW_RISK
JED-SHIFT-29645,2052-03-20T08:00:00Z,CLEAR,3244,34.0,19.0,4.0,9,3,2,144,18,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-11199,2035-05-20T16:00:00Z,CLEAR,9198,29.6,12.0,3.6,2,0,0,98,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-34601,2056-09-27T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,180,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-06551,2031-02-21T08:00:00Z,CLEAR,9550,20.0,15.0,0.0,2,0,0,70,9,WEEKEND_RUSH,0.3,LOW_RISK
JED-SHIFT-20005,2043-06-03T00:00:00Z,CLEAR,9004,24.8,13.5,4.8,0,0,0,84,7,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-03439,2028-04-20T00:00:00Z,CLEAR,9438,29.6,4.5,3.6,2,0,0,78,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-07432,2031-12-12T00:00:00Z,CLEAR,9431,21.2,9.0,1.2,3,1,1,111,10,WEEKEND_RUSH,0.31,LOW_RISK
JED-SHIFT-32586,2054-11-25T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,215,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-23982,2047-01-18T16:00:00Z,CLEAR,3581,31.0,26.0,5.0,6,4,3,161,22,WEEKEND_RUSH,0.61,MODERATE_RISK
JED-SHIFT-33118,2055-05-22T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,197,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-19663,2043-02-09T00:00:00Z,CLEAR,9662,22.4,18.0,2.4,2,0,0,102,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-29714,2052-04-12T08:00:00Z,CLEAR,3313,33.0,28.0,5.0,8,3,2,133,24,WEEKEND_RUSH,0.63,MODERATE_RISK
JED-SHIFT-14122,2038-01-19T00:00:00Z,CLEAR,9121,21.2,9.0,1.2,1,1,1,81,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-05684,2030-05-08T08:00:00Z,CLEAR,9683,23.6,19.5,3.6,3,1,1,103,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-06217,2030-11-02T00:00:00Z,CLEAR,9216,27.2,9.0,1.2,0,0,0,96,3,WEEKEND_RUSH,0.36,LOW_RISK
JED-SHIFT-09702,2034-01-06T16:00:00Z,CLEAR,9701,21.2,16.5,1.2,1,1,1,101,8,WEEKEND_RUSH,0.21,LOW_RISK
JED-SHIFT-07370,2031-11-21T08:00:00Z,CLEAR,9369,30.8,6.0,4.8,1,1,1,109,4,WEEKEND_RUSH,0.29,LOW_RISK
JED-SHIFT-14868,2038-09-24T16:00:00Z,CLEAR,9867,28.4,3.0,2.4,3,1,1,107,6,WEEKEND_RUSH,0.27,LOW_RISK
JED-SHIFT-01488,2026-07-09T16:00:00Z,CLEAR,9487,28.4,3.0,2.4,3,1,1,107,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-27648,2050-05-24T16:00:00Z,CLEAR,4247,37.0,17.0,7.0,7,4,3,147,16,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-23972,2047-01-15T08:00:00Z,CLEAR,3571,31.0,16.0,7.0,6,3,2,151,15,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-38028,2059-11-13T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,207,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-24751,2047-10-02T00:00:00Z,DUST_HAZE,4350,30.0,15.0,6.0,5,2,1,130,17,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-28673,2051-05-01T08:00:00Z,CLEAR,5272,32.0,22.0,4.0,7,3,2,132,19,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-31862,2054-03-29T08:00:00Z,CLEAR,5461,31.0,16.0,5.0,6,3,2,121,16,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-23088,2046-03-26T16:00:00Z,CLEAR,5687,37.0,17.0,7.0,7,4,3,147,20,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-21288,2044-08-03T16:00:00Z,CLEAR,3887,37.0,17.0,7.0,7,4,3,107,19,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-32682,2054-12-27T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,211,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-38554,2060-05-07T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,183,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-06073,2030-09-15T00:00:00Z,CLEAR,9072,22.4,18.0,2.4,0,0,0,72,3,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-36917,2058-11-08T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,196,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-14914,2038-10-10T00:00:00Z,CLEAR,9913,23.6,4.5,3.6,1,1,1,93,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-07415,2031-12-06T08:00:00Z,CLEAR,9414,24.8,6.0,4.8,2,0,0,94,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-04868,2029-08-09T08:00:00Z,CLEAR,9867,28.4,10.5,2.4,3,1,1,67,6,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-09591,2033-11-30T16:00:00Z,CLEAR,9590,20.0,7.5,0.0,2,0,0,110,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-08192,2032-08-21T08:00:00Z,CLEAR,9191,21.2,1.5,1.2,3,1,1,91,10,WEEKEND_RUSH,0.31,LOW_RISK
JED-SHIFT-28439,2051-02-12T08:00:00Z,CLEAR,5038,38.0,28.0,6.0,8,3,2,138,16,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-25754,2048-08-31T08:00:00Z,CLEAR,5353,33.0,28.0,5.0,8,3,2,173,19,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-27641,2050-05-22T08:00:00Z,CLEAR,4240,30.0,25.0,4.0,5,3,2,140,16,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-08987,2033-05-13T08:00:00Z,CLEAR,9986,27.2,1.5,1.2,2,0,0,106,5,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-17307,2040-12-15T16:00:00Z,CLEAR,9306,27.2,16.5,1.2,2,0,0,86,5,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-20945,2044-04-11T08:00:00Z,CLEAR,3544,34.0,19.0,4.0,9,3,2,164,19,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-04281,2029-01-25T16:00:00Z,CLEAR,9280,20.0,7.5,0.0,0,0,0,80,3,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-07853,2032-04-30T08:00:00Z,CLEAR,9852,22.4,10.5,2.4,0,0,0,112,7,WEEKEND_RUSH,0.32,LOW_RISK
JED-SHIFT-18315,2041-11-16T16:00:00Z,CLEAR,9314,24.8,21.0,4.8,2,0,0,74,5,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-30232,2052-10-02T00:00:00Z,DUST_HAZE,3831,31.0,21.0,7.0,6,2,1,171,17,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-04218,2029-01-04T16:00:00Z,CLEAR,9217,28.4,3.0,2.4,1,1,1,77,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-01393,2026-06-08T00:00:00Z,CLEAR,9392,22.4,18.0,2.4,0,0,0,72,3,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-02916,2027-10-28T16:00:00Z,CLEAR,9915,26.0,7.5,0.0,3,1,1,95,6,WEEKDAY_CALM,0.35,LOW_RISK
JED-SHIFT-26193,2049-01-24T16:00:00Z,CLEAR,5792,32.0,17.0,4.0,7,4,3,132,17,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-27626,2050-05-17T08:00:00Z,CLEAR,4225,35.0,25.0,5.0,5,3,2,125,15,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-06947,2031-07-03T08:00:00Z,CLEAR,9946,27.2,1.5,1.2,2,0,0,106,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-07657,2032-02-25T00:00:00Z,CLEAR,9656,27.2,9.0,1.2,0,0,0,96,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-17991,2041-07-31T16:00:00Z,CLEAR,9990,20.0,7.5,0.0,2,0,0,110,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-09536,2033-11-12T08:00:00Z,CLEAR,9535,26.0,15.0,0.0,3,1,1,115,10,WEEKEND_RUSH,0.35,LOW_RISK
JED-SHIFT-14713,2038-08-04T00:00:00Z,CLEAR,9712,22.4,18.0,2.4,0,0,0,72,3,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-12236,2036-04-30T08:00:00Z,CLEAR,9235,26.0,15.0,0.0,3,1,1,115,6,WEEKDAY_CALM,0.35,LOW_RISK
JED-SHIFT-38600,2060-05-22T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,229,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-25296,2048-03-31T16:00:00Z,CLEAR,4895,35.0,20.0,7.0,5,4,3,115,16,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-08055,2032-07-06T16:00:00Z,CLEAR,9054,24.8,21.0,4.8,2,0,0,74,9,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-15954,2039-09-21T16:00:00Z,CLEAR,9953,23.6,12.0,3.6,1,1,1,113,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-27060,2049-11-09T16:00:00Z,CLEAR,3659,39.0,29.0,7.0,9,4,3,119,16,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-34569,2056-09-16T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,198,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-30691,2053-03-04T00:00:00Z,DUST_HAZE,4290,30.0,15.0,6.0,5,2,1,150,14,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-25546,2048-06-23T00:00:00Z,DUST_HAZE,5145,35.0,15.0,5.0,5,2,1,125,14,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-11642,2035-10-15T08:00:00Z,CLEAR,9641,21.2,1.5,1.2,1,1,1,61,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-30889,2053-05-09T00:00:00Z,DUST_HAZE,4488,38.0,18.0,4.0,8,2,1,108,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-38611,2060-05-26T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,190,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-27151,2049-12-10T00:00:00Z,DUST_HAZE,3750,30.0,15.0,6.0,5,2,1,130,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-28343,2051-01-11T08:00:00Z,CLEAR,4942,32.0,22.0,6.0,7,3,2,122,18,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-16795,2040-06-28T00:00:00Z,CLEAR,9794,24.8,13.5,4.8,2,0,0,114,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-05184,2029-11-22T16:00:00Z,CLEAR,9183,23.6,12.0,3.6,3,1,1,83,10,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-02495,2027-06-10T08:00:00Z,CLEAR,9494,24.8,6.0,4.8,2,0,0,94,9,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-31546,2053-12-14T00:00:00Z,DUST_HAZE,5145,35.0,15.0,5.0,5,2,1,125,15,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-08249,2032-09-09T08:00:00Z,CLEAR,9248,29.6,19.5,3.6,0,0,0,88,3,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-06840,2031-05-28T16:00:00Z,CLEAR,9839,30.8,21.0,4.8,3,1,1,119,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-30998,2053-06-14T08:00:00Z,CLEAR,4597,37.0,22.0,5.0,7,3,2,137,23,WEEKEND_RUSH,0.67,MODERATE_RISK
JED-SHIFT-27031,2049-10-31T00:00:00Z,DUST_HAZE,3630,30.0,15.0,6.0,5,2,1,170,15,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-00110,2025-04-06T08:00:00Z,CLEAR,9109,30.8,6.0,4.8,1,1,1,109,8,WEEKDAY_CALM,0.29,LOW_RISK
JED-SHIFT-30589,2053-01-29T00:00:00Z,DUST_HAZE,4188,38.0,18.0,4.0,8,2,1,128,17,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-15260,2039-02-02T08:00:00Z,CLEAR,9259,30.8,6.0,4.8,3,1,1,79,6,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-36154,2058-02-27T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,183,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-22429,2045-08-19T00:00:00Z,DUST_HAZE,5028,38.0,18.0,4.0,8,2,1,128,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-15498,2039-04-22T16:00:00Z,CLEAR,9497,28.4,3.0,2.4,1,1,1,77,4,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-39192,2060-12-05T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,221,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-25405,2048-05-07T00:00:00Z,DUST_HAZE,5004,34.0,24.0,4.0,9,2,1,144,20,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-12934,2036-12-19T00:00:00Z,CLEAR,9933,23.6,4.5,3.6,1,1,1,93,8,WEEKEND_RUSH,0.33,LOW_RISK
JED-SHIFT-32610,2054-12-03T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,189,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-26727,2049-07-21T16:00:00Z,CLEAR,3326,36.0,26.0,6.0,6,4,3,106,19,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-36533,2058-07-03T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,212,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-09596,2033-12-02T08:00:00Z,CLEAR,9595,26.0,15.0,0.0,3,1,1,115,6,WEEKEND_RUSH,0.35,LOW_RISK
JED-SHIFT-23167,2046-04-22T00:00:00Z,DUST_HAZE,5766,36.0,21.0,6.0,6,2,1,146,15,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-13020,2037-01-16T16:00:00Z,CLEAR,9019,30.8,21.0,4.8,3,1,1,119,6,WEEKEND_RUSH,0.39,LOW_RISK
JED-SHIFT-05479,2030-03-01T00:00:00Z,CLEAR,9478,29.6,4.5,3.6,2,0,0,78,9,WEEKEND_RUSH,0.38,LOW_RISK
JED-SHIFT-22762,2045-12-08T00:00:00Z,DUST_HAZE,5361,31.0,21.0,5.0,6,2,1,141,22,WEEKEND_RUSH,0.61,MODERATE_RISK
